"PID","Sale_Price"
527105010,181822.306277926
527146030,242601.995680783
527225035,216228.541289429
527276150,111200.359696189
527358140,205258.093200888
527402200,157804.825451835
527402250,159203.18364335
527403020,139611.907279809
527425090,101945.051341227
527451410,94226.4900165714
527453150,111869.288963372
528108120,353613.807845542
528120100,241136.186477576
528176010,467481.935440332
528228285,167101.474077814
528231020,190667.386841116
528250100,174035.367254945
528358010,254357.160390968
528382030,223321.616061302
528386040,380239.611452949
528458110,252908.200336676
531369060,195123.76314673
531451110,127650.548569796
531451280,193918.18305107
532376160,139429.574048385
532479070,197967.871983233
533213030,252868.080716908
533223020,174271.501013828
533238045,278506.021198193
534151175,237097.538731595
534152100,189031.826420499
534176230,161093.736767163
534403410,164533.850426467
534450180,130842.493487577
534451150,75281.1667728497
535126040,209261.117889977
535153070,139489.48655662
535302080,128093.114936456
535302200,120659.244719216
535325400,103023.793754756
535353190,130541.767743317
535450210,140817.720160296
535454070,120824.785606189
535456110,133177.270232555
535476350,184154.866508137
535477020,150877.670810621
902207140,104906.083094147
902329030,191570.181959298
902401060,95822.1466873688
902402130,113526.848347378
903204040,135146.622726649
903226160,120318.278858591
903228150,133387.525983193
903454060,69081.6799910168
904100140,213217.843506578
904101110,162370.424415524
904300150,92412.8146822805
905101100,96063.1529340665
905103060,166571.797077646
905106140,146785.724032587
905109170,235760.131154443
905202090,135099.848535829
905426200,143387.012049049
905452110,123880.611940159
906385020,181574.042383941
907180050,194510.864174117
907200290,157084.842818955
907200340,129627.047039685
907280040,212251.584531383
907290170,136284.005135269
907290240,136922.368935201
907410080,213253.987652211
908102130,109502.324830944
908102170,149330.345311876
908275300,149089.972230327
909177100,139993.81410943
909250030,109128.802721301
909250060,173914.837135486
909475140,263166.298559081
910205120,111850.377824593
911204100,77879.1866053714
914475090,173808.913926595
914476520,201153.190327811
916386020,181085.947563949
916386060,148518.055917545
916386090,265099.325865248
923201020,145120.517801704
923225300,90976.3503462351
923225440,87584.3735556476
923230190,126827.430551435
923276250,151454.329506557
923426070,138818.103049946
924151040,277021.474201713
924152030,213268.532429168
527105070,186452.994245833
527105130,286492.66223045
527107130,182024.925096602
527108070,347143.533971928
527110020,168482.320755683
527162110,187789.113621356
527164060,170587.200289271
527166010,220231.481053052
527254020,320366.310845749
527352150,192406.640383824
527354100,199247.731334995
527354200,182382.072817727
527359050,157918.576991796
527366030,225227.802070332
527368010,241160.16316294
527375100,197805.761376025
527375210,158171.37383632
527378140,174935.956410443
527405130,114626.366421136
527405180,122568.072408776
527425060,112558.806701203
527425110,122207.015715655
527450280,100112.857726143
527451640,115633.993820236
527454130,143854.849260997
527455280,158216.102991192
528102040,364401.856798614
528102140,416365.277856955
528104070,421954.053510991
528106070,329115.330929154
528108070,360930.342074902
528110020,484490.68392795
528120020,279465.050193888
528120160,313964.524486245
528138010,347195.802127261
528142150,258516.67856197
528166060,416962.489572616
528168030,292762.454321765
528174070,202432.581985837
528180120,331170.769303466
528186010,320944.337609666
528218090,178164.931939895
528221060,181974.246470656
528228295,202646.509677057
528228435,195736.949045599
528228460,167446.197500883
528240030,193096.359513236
528240060,201698.741068003
528280230,222009.795281439
528292030,254331.741614327
528321010,347503.015320867
528344100,318524.888407933
528363050,322428.844840901
528365070,312171.618762016
528387030,283854.432524105
528431020,240584.159880195
528435050,282487.091345202
528441090,406714.850970686
528456220,209739.67514374
528458020,211944.665153884
528458060,201904.396540804
528458160,346130.545637273
528458180,231464.949848074
528482130,228422.700744268
528490040,224482.503817352
531369010,207646.308025219
531375130,159279.255278511
531382070,249837.253910446
531452070,156716.429738631
531477020,80379.7146074279
532353020,127522.234461283
532376070,121720.192116996
532377130,136219.790709969
532378180,111054.448559556
533135020,264117.300433834
533210010,162837.216132048
533210020,167828.220927587
533213010,208915.188879911
533213040,160471.14974424
533223030,179652.361274609
533254050,205120.029206834
534125080,151220.338251099
534129080,191431.884036396
534152120,167478.201270952
534177230,224555.553104559
534226120,123957.678235341
534250400,194933.583718229
534251030,174645.205024665
534402060,147323.367381341
534402170,180584.513410136
534451110,120957.252357065
534475250,179710.523003893
534476150,172212.926171907
534477110,157629.745065831
535101120,138285.190205175
535125090,197250.419585582
535150070,121327.56375968
535152230,163620.536075171
535154060,176232.49779792
535301170,152670.291184926
535302120,146744.66996761
535303110,140130.234174019
535353060,115893.302412138
535353140,104501.16269907
535382100,165894.730401372
535383070,114433.887942467
535383110,100108.616181714
535402330,189926.394266538
535425070,183988.462822767
535426150,131705.130136596
535450160,84446.8381942874
535475010,147159.005071271
535476240,137569.614806696
902102080,117572.9048039
902103120,132445.895530839
902103170,101829.880746281
902106010,135748.152686503
902109140,125308.87931104
902202150,106066.358887225
902205010,50106.7431756728
902207170,95607.2858156082
902330040,182861.15915756
902401130,156468.692350331
902402150,88869.241099882
903201020,129730.226414016
903202170,134304.57348962
903226170,130343.798074277
903231130,105938.919405184
903234220,136893.245713534
903400220,166344.255376443
903429110,146322.487301448
903430060,130355.29880477
903430070,78376.8278540945
903481130,93930.7192396693
904301375,53570.3761957999
904351240,93958.1583409636
905101260,163808.646169592
905103070,132293.177278776
905200350,154169.808684082
905325020,239777.088900739
905402070,106217.283441406
905451340,102042.276110509
905475500,75857.7223115709
905476230,128878.095996672
905478030,129228.682570391
905480030,109265.733923162
906201021,164789.333839839
906201050,157452.165432422
906203120,268486.530464869
906223210,235602.582356307
906226080,139240.548859461
906226090,135201.553293797
906226120,135674.896346088
906230010,303091.065517873
906340110,289790.780713163
906380210,205408.751798657
906380220,225259.963760127
906392110,263909.582078098
906392130,181873.934770789
907126010,152890.964438541
907130100,202896.923784463
907194110,195365.830129855
