"PID","Sale_Price"
527105010,180507.224111161
527146030,243809.088842071
527225035,209102.655295419
527276150,110076.419172899
527358140,203024.478033922
527402200,157689.687279003
527402250,159733.965845643
527403020,140439.972556321
527425090,99716.0186142498
527451410,93317.6092870335
527453150,110451.183453412
528108120,353667.424253849
528120100,242004.664001504
528176010,467871.840041955
528228285,165552.771647223
528231020,189353.735324357
528250100,173271.676468623
528358010,255463.821805698
528382030,224831.456087962
528386040,379540.262688577
528458110,253641.040426864
531369060,193991.683874377
531451110,124779.894059449
531451280,193915.762640712
532376160,137960.840428127
532479070,199746.533606306
533213030,258536.784029368
533223020,173783.679125127
533238045,282007.712308044
534151175,236599.142575883
534152100,186313.692034163
534176230,160727.825457143
534403410,164406.006135689
534450180,132237.437088202
534451150,75241.2161103945
535126040,214903.106757062
535153070,139888.834549953
535302080,128754.994293656
535302200,120844.93439671
535325400,103677.888782568
535353190,128124.029127295
535450210,138703.477471161
535454070,120693.41382887
535456110,132868.359647205
535476350,183316.762731703
535477020,153002.107052631
902207140,103912.53251623
902329030,191092.652225569
902401060,93852.1158798929
902402130,112452.267460236
903204040,136160.172132612
903226160,119883.871046312
903228150,133610.670557876
903454060,70306.9187638783
904100140,215605.090557745
904101110,162620.545078453
904300150,92258.920920157
905101100,96068.204059821
905103060,170386.886168751
905106140,147297.63071742
905109170,237321.392551975
905202090,134214.69053303
905426200,141330.547344384
905452110,120701.087458749
906385020,180886.083834374
907180050,193350.323290303
907200290,155279.068309423
907200340,129812.590618427
907280040,211454.116399181
907290170,135581.315870626
907290240,136669.425768089
907410080,212508.475039717
908102130,108091.262939211
908102170,149152.210976779
908275300,149053.101683548
909177100,133091.667918754
909250030,106990.413165591
909250060,172279.58730798
909475140,265976.826990872
910205120,111493.979594566
911204100,78582.7660616341
914475090,172675.276082437
914476520,199259.057156711
916386020,180341.42567044
916386060,148828.906971113
916386090,265253.29914426
923201020,141445.489148582
923225300,90553.6434129468
923225440,84196.4898458161
923230190,128775.721457071
923276250,146598.841501556
923426070,137482.562178823
924151040,273645.637345238
924152030,211664.469072614
527105070,186044.279995885
527105130,286424.799688981
527107130,180829.638072568
527108070,344915.744748133
527110020,168309.326325642
527162110,186410.462320573
527164060,170492.320887077
527166010,219928.332275954
527254020,324680.565185633
527352150,190188.44179684
527354100,197414.336146399
527354200,182262.470417072
527359050,154824.543989565
527366030,225273.057268568
527368010,240244.685884629
527375100,199101.458141206
527375210,156961.660186493
527378140,174687.151321539
527405130,115091.014854723
527405180,123786.897077829
527425060,111585.450813303
527425110,122146.114624422
527450280,99631.2921055184
527451640,114642.157337485
527454130,143682.00100964
527455280,160299.240370441
528102040,365940.034993299
528102140,422977.129161649
528104070,424986.849600651
528106070,329521.204361948
528108070,363886.31229691
528110020,492946.965405061
528120020,281711.760234829
528120160,315059.528776306
528138010,348740.521488757
528142150,259106.360654017
528166060,416863.778703752
528168030,293484.239768848
528174070,203782.254765961
528180120,332924.077348475
528186010,321199.860301705
528218090,176454.635704385
528221060,181765.908546027
528228295,202746.50254456
528228435,194727.361682895
528228460,165745.435453652
528240030,191736.070202518
528240060,201571.325508877
528280230,223295.613108643
528292030,255845.284013527
528321010,346922.716305111
528344100,319263.711811815
528363050,326943.272888963
528365070,315046.420785224
528387030,284068.595806962
528431020,243095.798129033
528435050,282858.035975438
528441090,410075.576201528
528456220,210225.512288475
528458020,212018.176843022
528458060,203731.970473025
528458160,350890.920032654
528458180,231401.667316398
528482130,228748.823794915
528490040,224343.161411438
531369010,207228.098666179
531375130,157288.907644855
531382070,246329.679875822
531452070,156252.505749362
531477020,79448.0595365769
532353020,127688.97903092
532376070,122941.363439174
532377130,136494.631071986
532378180,110244.200045507
533135020,264990.3144184
533210010,163271.937236284
533210020,168397.363116297
533213010,210980.266482819
533213040,160785.685388441
533223030,178864.485988262
533254050,203361.981548373
534125080,151359.281475463
534129080,188307.002795098
534152120,166059.610478341
534177230,222529.539335287
534226120,123608.986063985
534250400,193258.112501708
534251030,174482.659369628
534402060,147435.701223483
534402170,184126.206581384
534451110,120250.104002433
534475250,194201.687098137
534476150,171904.955532988
534477110,156022.870695401
535101120,139817.628785131
535125090,196435.510982918
535150070,120728.243495694
535152230,160665.7231988
535154060,176934.435165452
535301170,152600.141814985
535302120,145349.676344971
535303110,140627.272857722
535353060,119775.446725728
535353140,99578.684609616
535382100,165115.636205869
535383070,108798.042910896
535383110,98997.8034215006
535402330,191018.285527203
535425070,186780.326784873
535426150,132469.745353974
535450160,83959.8961203567
535475010,147622.865701027
535476240,137541.07790884
902102080,118438.599532004
902103120,131891.731119132
902103170,100677.190966481
902106010,136252.220950615
902109140,124890.641385851
902202150,105962.634511189
902205010,50203.0041001427
902207170,94054.3228272497
902330040,178853.400580004
902401130,155191.016999888
902402150,85364.612312209
903201020,131042.124388608
903202170,136717.206184542
903226170,131976.380764501
903231130,106700.158186882
903234220,138708.7765551
903400220,170807.107001079
903429110,144583.484616669
903430060,131961.53633839
903430070,75825.4691766994
903481130,93364.996840017
904301375,52619.8881515062
904351240,94737.0618009303
905101260,163155.804695871
905103070,132498.230585096
905200350,154151.966608176
905325020,243014.957340257
905402070,107130.105537881
905451340,106195.458864299
905475500,75058.5489693368
905476230,126901.532883731
905478030,127432.49601719
905480030,107701.064454543
906201021,161408.202596719
906201050,157291.264570276
906203120,263352.905411089
906223210,233828.28641022
906226080,138158.251186529
906226090,136383.092661235
906226120,137089.590204461
906230010,302892.146215107
906340110,289816.029474655
906380210,205900.145618812
906380220,224819.122309359
906392110,263107.45425313
906392130,181756.577023105
907126010,153693.804560283
907130100,203549.624284699
907194110,195486.25734805
907194160,205950.929143256
907196060,201592.014850119
907200230,123765.995120345
907201220,130759.731639582
907227080,122122.275546991
907227290,132005.385562938
907260030,186425.150343424
907275010,241311.812142248
907414020,200112.896045028
907420040,173970.301387935
908102050,105174.99791869
908152100,135170.591892545
908203090,96694.3533427551
908225370,89085.479633653
908229020,89600.3434148706
909101010,130975.128763627
909101140,131142.636188412
909175080,52492.8976992893
909179020,212054.561332463
909251170,155618.727606364
909253180,152592.8622055
909254010,156249.517028174
909275080,177333.944409267
909276110,158319.068630805
909451040,109375.806766554
909451100,132608.421243069
909452050,226314.456147969
909475040,327768.228110211
911104060,65326.0973788689
912251110,61068.3765530187
914465040,240543.269307849
914465055,225949.250602163
914475030,177729.172376212
914476380,182097.789462897
916176125,295450.559596866
916382100,375176.031712385
916475040,334958.60503088
923203110,155242.79923745
923203190,157429.874472464
923227080,159676.092928108
923230200,131230.817170989
923275040,173991.963902946
923275140,115698.033404161
924100060,178388.757528645
527106050,166918.726972954
527106150,208810.541609506
527107010,187548.746708181
527140090,220450.346623796
527145090,197861.324620195
527161010,176281.226523123
527164120,199694.509834435
527208010,378972.58105069
527212050,332874.282891878
527226020,130941.904196594
527276040,172763.612487895
527302070,189173.716485738
527302185,234304.001913867
527325070,247759.94721342
527354160,186578.143523082
527357110,137659.623665526
527378020,159346.990420635
527403360,122207.150232824
527425035,113356.179271913
527427110,165544.76384094
527450250,98975.5763078487
527451550,107183.363630128
528104050,403475.957053712
528104080,424912.991937736
528118030,408400.45930145
528118090,451767.642847064
528180140,323900.221745492
528181010,209719.431779486
528188150,189751.115913949
528228445,187451.285044598
528228465,180746.234690141
528228540,191838.504499046
528235020,178399.164326226
528235120,188340.040757712
528240040,166817.443857322
528280130,190301.339760717
528292060,220038.291008492
528363110,357920.559278288
528387050,267022.062444397
528427070,216858.737292669
528431120,266541.141019242
528435020,287243.732025764
528439010,233010.27857982
528458030,229964.667801649
528462040,212832.936778278
528478040,241365.538655564
528480060,316500.920823752
531363060,151893.496074117
531371070,197096.345136087
531373060,191109.384250251
531375050,148644.131803615
531375120,159488.828726267
531384030,206812.764083938
531385060,190373.061721875
532376170,109228.791820135
532377020,107249.762355996
533206050,198156.119312976
533212140,156712.602427337
533212150,157817.223265087
533213120,167506.500373607
533236060,202398.28379415
533236090,322018.435568266
533250050,236122.695313638
533250160,292059.858677718
533251120,163453.302675672
534128050,172101.242781441
534177180,224114.530154621
534250335,176196.044787039
534250370,304376.983290558
534277060,113346.934700257
534277070,121605.866198655
534400060,166413.441445663
534403100,152665.784179379
534426040,150245.107783847
534428100,151864.903895278
534451080,74508.6365301211
534452060,133913.250501498
534453140,92000.6126622098
534455030,155466.817597153
534477080,122781.93299451
535105030,138463.178380476
535105090,162735.929920078
535150210,136786.848734679
535150280,131675.478727349
535152200,133497.494543867
535153140,169955.972421063
535179060,166737.162913456
535301080,124201.30748357
535302130,135550.655373145
535380050,140387.402560758
535426350,149566.782077419
535427070,258578.141822088
535451010,118888.992493249
535451050,116210.432430786
535453020,161079.911995677
535453210,149381.195704363
535455080,114166.511908677
535455090,122886.446334748
535456050,124755.271550397
535476370,181198.495689597
902100030,78723.8778766058
902102060,156345.852998453
902105020,204352.735778937
902202090,144567.424707277
902205070,53453.9545837141
902205090,116545.114706011
902207120,70171.4079107199
902305080,141780.134981929
902306120,125452.577248869
902328040,132373.371230315
902401010,120561.514712793
902401120,275775.559064004
902402260,57400.1276616727
902405070,192028.26445546
902427045,100858.757288742
902427150,113435.974502267
903204095,101415.212403678
903225160,123066.836063723
903228090,114068.332231617
903231080,118385.45523405
903234100,135623.015036175
903235010,139153.349317354
903455030,121722.396468167
903484020,135510.661020551
904100020,112338.871228649
904100160,130980.951027766
904101170,117872.336837182
905104080,114661.313843297
905107280,166428.791311295
905107380,130904.413284062
905200100,118821.773109741
905200160,105043.325624016
905300020,150901.062228553
905352070,232000.276661606
905401045,214862.764083452
905401060,211758.383400122
905425125,214167.341761067
905426030,168343.529234856
905427070,188876.831424561
905451330,160301.226799646
905452070,106793.005898829
905452120,136301.194411079
906424010,254262.063927266
906476030,202888.870987505
907135020,146159.967988057
907181120,194215.741980096
907187030,194559.604667232
907192130,219232.34932808
907194020,215010.675191197
907201060,142447.375820925
907202190,141413.701125918
907202240,164917.182193924
907227050,125421.025317376
907250020,233255.779738427
907251090,249107.750826262
907253110,221179.084685924
907255030,287777.290245494
907255060,308258.226874743
907260010,246094.240506972
907262030,206769.348356358
907290150,135714.171766489
907295020,219408.808870491
907412070,204461.617787862
907420080,203079.462509458
907425035,152297.810210574
908127120,115648.120602535
908152270,148804.297929478
908154080,276239.96542372
908201120,103837.074032969
908204160,80907.8841628342
908250090,102379.510533234
909131170,140466.318186287
909277040,187116.467697092
909428190,219330.917212373
910203090,114517.082427428
910205010,134709.38116581
910251050,53087.1753333935
911102090,83565.94886434
911370520,270262.053914462
911370540,276378.277920446
914453045,284511.369809608
914465060,266803.277497473
914475020,148636.295727523
916380060,270944.78404884
916386180,211095.848546174
916455120,247861.99298321
916460060,217150.652960179
916477020,304179.74591373
921201060,302920.411848918
923225200,126774.699631394
923225370,104695.973260471
923227030,151066.740571184
924100020,167397.629107065
526355170,267296.902103518
526355190,283167.868808548
527110080,191284.992195721
527110120,181716.760391552
527126030,257617.239335705
527158090,172568.37890374
527162080,176201.641572435
527162140,206972.057599856
527165100,170849.576866132
527182170,214832.134747576
527212060,367755.777324801
527301080,201468.459521506
527301280,160838.369776671
527327050,191789.401711605
527354050,182069.880169271
527356050,141308.408031639
527358060,182885.118050117
527359010,171134.00422416
527402090,130176.106302886
527427200,185656.007644197
527450030,108016.050032022
527455030,139783.516067395
527455250,124925.363389523
528102100,274677.686665958
528106110,419600.570662455
528108160,273575.11496756
528118040,398976.023986381
528142050,352430.710489156
528144050,329404.507062003
528150120,336268.298442521
528172070,259172.19193758
528181060,232103.65050336
528188160,206758.379323576
528218020,173721.93652722
528218100,175357.919975005
528221050,195737.020747228
528221090,197496.801694961
528222040,203338.581540836
528228555,188174.599161776
528240020,198370.305926318
528280110,175163.360259107
528290170,194198.172711856
528358040,268229.965705141
528366050,403022.220088714
528427100,261614.911382401
528431050,270394.86567092
528435040,293896.295769575
528435070,253772.311382453
528445070,237522.265985597
528458080,249208.0931992
528458150,317676.133760772
528480180,265164.893819925
531384070,198821.434296685
532377050,143293.401010349
532378240,119138.751481231
532479050,138994.913762098
532479140,157963.028591453
533120030,334542.450676266
533206070,228441.041213593
533208030,225122.497930897
533208040,191605.764081818
533213130,169092.446670279
533221100,171555.868195558
533236040,175972.027459685
533242080,192828.295186276
533251130,191236.621596865
533252130,213245.700674844
533352075,193861.181419746
534125120,145125.571815214
534127140,154372.020125044
534177210,162647.096249622
534178010,131352.478276176
534276160,124814.479009663
534276290,105357.103136068
534278190,117264.468233101
534403040,165281.628832001
534403290,206827.218262114
534431020,121293.973374867
534450090,36748.1361839163
534475170,169343.198159379
534476080,137755.712351101
534479120,121817.523769823
534479140,153913.087678742
535105110,157029.152590228
535151110,147082.130233607
535152060,128551.419551282
535179120,117063.758819232
535301060,149993.207764864
535304170,137016.193144113
535325280,124315.967904661
535353050,144301.420803764
535353130,110367.046013304
535355020,186513.571370786
535378080,134780.86798888
535379110,139610.299122258
535403030,135284.786611873
535426130,181311.003039017
535451040,122488.730554208
535451100,106629.284503503
535453080,152978.662447003
535453150,143362.238003826
535477130,150055.173359846
535477180,108004.832588801
902110010,97435.1089810472
902125120,89333.9575727828
902128160,122781.798689818
902201090,132114.299567258
902201130,112560.457881825
902207010,105067.053406563
902303100,149879.609789708
902332030,147700.799655779
902404010,136928.721757025
902408080,176209.237431151
902427180,122804.961576482
903206170,179329.838030721
903233050,139037.692234531
903234160,104375.14831099
903401070,140955.289502311
903427040,155869.69067187
903430050,86768.2538340966
903451110,125114.098965981
903456110,188628.5477283
903457040,157713.899087723
903457130,121027.276414596
903458020,105705.153248256
903458060,121346.173227523
903476100,86723.2115732225
905101200,110567.661691682
905103110,127559.461120478
905104240,127898.104507956
905105260,133196.114631925
905201080,156216.228322204
905226130,150763.088242972
905301050,279444.924832421
905377050,90031.2810044021
905426010,211464.912071338
905451390,149445.548044882
905475270,110497.382756321
905475520,80905.2357159381
905478140,137035.154405263
905478220,145249.665889361
906200230,165336.525413909
906201022,189059.422336707
906201023,227170.598436623
906201200,266052.959070889
906223040,219060.347534621
906380070,302712.403051624
906380160,191699.953931113
906380200,192633.979216705
906394050,184064.243608833
907125040,147979.263485665
907130060,177738.85607909
907180040,197760.559224697
907200190,140517.814689592
907202100,120797.032107627
907227060,143252.344604154
907270040,265010.547615572
907275080,243230.835243695
907280100,287378.92545632
907420060,184113.646490969
908127040,111551.707440614
908152060,132375.977011834
908152180,152809.082876061
908152290,158184.410471615
908154205,527955.041029465
908186050,140131.266743352
908228010,116882.157298642
908250100,99847.6067976039
908275200,97566.1471085189
909176170,154346.55196945
909251030,135306.675982273
909252010,160422.332772224
909254150,146016.85794855
909256120,121349.787811248
909275030,164347.796283288
909275110,194795.579346768
909276160,298422.837669592
909281130,258395.747828262
909425140,254969.258218722
909425270,184953.508652731
909428180,188916.842471048
909455060,150980.681922781
909475230,299321.789404352
910200040,115956.914832994
910201110,99302.9737129865
910206010,59182.738448165
914452190,140106.753202406
914460020,193754.364352018
914460110,214185.946191626
914476330,198402.152239363
914478020,147551.740103707
916326040,170982.831765643
916384150,261500.031861165
916403290,203497.049122631
916455110,198962.204854606
916455150,286388.669118476
916460020,187427.376901826
916475020,266367.012999788
921126010,311452.800770655
923202134,133475.472409584
923225050,126625.143243465
923226300,82594.9256517192
923230010,169267.328064235
923251160,120666.290171013
923275010,163231.42163018
923276180,131755.588534109
526302030,156405.778968893
526354020,202978.822594591
527107020,181801.190716082
527108010,278393.726483702
527108090,238292.410369756
527158020,176808.232205714
527190050,240719.382006842
527190220,265825.816950776
527210040,494749.483261505
527212040,340805.629984866
527214060,429129.827247229
527216010,418680.815508278
527226010,169608.339901282
527254070,331299.770411541
527256120,422769.975528258
527325160,243343.678466189
527328010,163352.856182956
527355280,206124.877600666
527376090,152398.826714793
527450210,97591.9729106565
527450460,110473.735794048
527452290,156548.571023796
527452310,124357.027231581
528106120,266054.777757046
528114010,390340.280780851
528118010,324892.865004422
528144030,283304.797406452
528181040,203567.452909297
528218140,231408.12924526
528221010,186101.155893295
528221100,171504.212186985
528228325,189856.431691469
528228360,200840.388249456
528228415,171054.341809041
528228575,246396.237931127
528228580,216347.260360279
528240080,227809.766407648
528280100,201585.001429924
528290140,190091.726850965
