"PID","Sale_Price"
527105010,187971.715955253
527146030,256412.592031105
527225035,212978.937535585
527276150,104674.710322699
527358140,198996.432277663
527402200,155137.246877349
527402250,154920.650871759
527403020,138733.498768376
527425090,97039.1808219356
527451410,94214.5625062614
527453150,116931.990040087
528108120,396656.989123793
528120100,228760.357249129
528176010,567715.302085093
528228285,165744.035196805
528231020,187211.38670709
528250100,174532.820802777
528358010,245114.111234563
528382030,216373.514883801
528386040,418620.187715051
528458110,263238.286630854
531369060,188533.290312406
531451110,127624.102174286
531451280,199877.427414728
532376160,133504.997146015
532479070,189406.975741975
533213030,259451.185103674
533223020,170095.943021742
533238045,316156.280260039
534151175,254790.856870219
534152100,188428.496422404
534176230,158145.918755859
534403410,173211.098090473
534450180,125250.195600614
534451150,67166.5816919283
535126040,206897.304705446
535153070,140852.263385689
535302080,124125.892290459
535302200,125780.109268741
535325400,98991.2396039669
535353190,140865.696744831
535450210,137620.394561725
535454070,124842.111153631
535456110,134766.93863926
535476350,175613.065198466
535477020,153384.395479107
902207140,110617.271760803
902329030,186800.485157713
902401060,95119.1748626673
902402130,108096.877638682
903204040,139360.589563264
903226160,121716.141906267
903228150,127087.874130709
903454060,70346.9566395682
904100140,213755.223196991
904101110,167317.095216521
904300150,87789.1583428858
905101100,92466.4199551444
905103060,168760.496676244
905106140,150252.509668426
905109170,245707.172933856
905202090,129955.598372767
905426200,144746.754595334
905452110,119921.708927731
906385020,192203.562430308
907180050,200011.858269424
907200290,147059.138545692
907200340,133504.742505684
907280040,226501.381849649
907290170,143286.242130746
907290240,143087.965952532
907410080,214162.705270229
908102130,100924.030223485
908102170,152321.285820762
908275300,141048.383160009
909177100,123877.079577914
909250030,106216.480366104
909250060,195016.145435903
909475140,268100.677498477
910205120,115297.558420855
911204100,77112.7643220098
914475090,170466.848472673
914476520,203469.106714843
916386020,192825.034153669
916386060,156203.473987109
916386090,274603.284465837
923201020,140103.105147615
923225300,92506.3754161696
923225440,86385.7579023757
923230190,127640.656056441
923276250,168709.807386684
923426070,139084.819887847
924151040,281922.893576351
924152030,219715.726194031
527105070,188205.800845647
