new_id,prob
6,0.3
7,0.47
8,0.04
10,0.25
11,0.36
12,0.85
18,1
22,0.06
25,0.91
29,0.49
35,0.72
40,0.03
41,0.59
42,0.82
44,0.56
46,0.67
48,0.87
51,0.05
54,0.26
55,0.06
56,0.84
58,0.79
60,0.85
63,0.15
65,1
68,0.75
71,0.13
72,0.73
75,0.42
78,0.52
80,0.69
81,0.08
83,0.37
86,0.55
89,0.31
90,0.77
92,0.74
97,0.17
104,0.65
105,0.78
108,0.72
109,0
112,0.32
114,0.85
122,0.77
123,0.05
124,0.59
130,0.67
134,0.2
135,0.49
140,0.06
142,0.74
143,0.48
145,0.62
147,0.35
151,0.67
152,0.11
153,0.75
156,0.66
159,0.59
166,0.54
167,0.77
169,0.61
170,0.04
171,0.21
175,0.12
176,0.14
180,0.64
186,0.58
189,0.52
190,0.69
191,0.6
197,0.56
198,0.23
199,0.91
200,0.01
203,0.08
205,0.55
208,0.01
209,0.75
210,0.43
213,0.55
214,0.46
215,0.1
221,0.61
223,0.84
224,0.31
225,0.64
227,0.51
229,0.59
230,0.28
231,0.77
232,0.41
234,0.19
236,0.89
237,0.82
238,0.01
240,0.89
241,0.3
242,0.09
243,0.28
244,0.41
245,0.03
249,0.93
251,0.98
256,0.56
257,0.55
259,0.13
261,0.41
262,0.55
264,0.76
267,0.87
268,0.1
270,0.93
273,0.95
276,0.54
277,0.89
280,0.75
281,0.31
283,0.82
284,0.88
285,0.47
289,0.09
291,0.99
294,0.91
297,0.86
298,0.35
302,0.77
304,0.79
305,0.76
306,0.97
310,0.45
312,0.66
316,0.04
319,0.54
320,0.03
323,0.45
324,0.05
325,0.04
334,0.74
336,0.85
337,0.27
338,0.21
340,0.35
341,0.69
342,0.63
345,0.4
346,0.25
348,0.28
350,0.82
351,0.29
352,0.9
357,0.7
359,0.02
361,0.55
362,0.42
363,1
364,0.75
365,0.04
366,0.61
368,0.06
369,0.19
372,0.77
375,0.46
377,0.6
378,0.64
379,0.1
380,0.31
381,0.75
382,0.77
384,0
385,0.45
389,0.56
390,0.11
392,0.04
394,0.96
396,0.77
399,0.01
401,0.81
402,0.72
403,0.58
404,0.97
405,0.98
406,0.89
408,0.49
409,0.13
412,0.9
415,0.07
416,0.1
418,0.99
419,0.53
420,0.2
421,0.98
424,0.07
425,0.3
426,0.05
427,0.11
428,0.86
429,0.92
430,0.3
431,0.21
433,0.63
436,0.85
437,0.23
439,0.17
440,0.71
442,0.86
444,0.67
445,0.69
447,0.83
448,0.89
450,0.91
452,0.64
455,0.21
457,0.04
458,0.84
460,0.24
461,0.47
462,0.94
466,0.08
467,0.67
468,0.11
471,0
472,0.07
475,0.14
478,0.73
479,0.2
480,0.25
490,0.92
492,0.08
493,0.08
494,0.79
495,0.66
497,0.33
498,0.21
503,0.03
505,0.96
508,0.36
510,0.79
512,0.2
514,0.4
515,0.14
516,0.38
519,0.18
523,0.02
526,0.27
527,0.56
529,0.39
530,0.44
535,0.74
536,0.52
539,0.98
542,0.06
543,0
545,0.65
546,0.07
547,0.84
548,0.31
549,0.1
550,0.32
553,0.2
557,0.19
558,0.2
559,0.35
561,0.74
562,0.28
564,0.79
565,0.54
567,0.55
568,0.59
570,0.7
572,0.65
574,0.33
575,0.96
577,0.03
579,0.48
582,0.14
586,0.1
587,0.38
589,0.17
593,0.96
594,0.26
595,0.69
597,0.86
599,0.88
600,0.25
602,0.22
607,0.43
608,0.45
609,0.28
613,0.17
616,0.28
621,0.33
